Nome,CEP,Endereço,Cidade,Estado,Status
"NACIONAL GAS - APUCARANA/PR","86806-385","Sem endereço","APUCARANA","","Pendente"
"NACIONAL GAS - ARACAJU/SE","49037-445","Sem endereço","ARACAJU","","Pendente"
"NACIONAL GAS - BELEM/PA","66119-010","Sem endereço","BELÉM","","Pendente"
"NACIONAL GAS - CANOAS/RS","92420-360","Sem endereço","CANOAS","","Pendente"
"NACIONAL GAS - DUQUE DE CAXIAS/RJ","25225-030","Sem endereço","DUQUE DE CAXIAS","","Pendente"
"NACIONAL GAS - FORTALEZA/CE","60180-425","Sem endereço","FORTALEZA","","Pendente"
"NACIONAL GAS - GUAMARE/RN","59598-000","Sem endereço","GUAMARÉ","","Pendente"
"NACIONAL GAS - IPOJUCA/PE","55590-000","Sem endereço","IPOJUCA","","Pendente"
"NACIONAL GAS - ITABUNA/BA","45602-748","Sem endereço","ITABUNA","","Pendente"
"NACIONAL GAS - ITAJAI/SC","88316-100","Sem endereço","ITAJAÍ","","Pendente"
"NACIONAL GAS - JEQUIE/BA","45205-311","Sem endereço","JEQUIÉ","","Pendente"
"NACIONAL GAS - JUAZEIRO/BA","48909-753","Sem endereço","JUAZEIRO","","Pendente"
"NACIONAL GAS - MACEIO/AL","57061-000","Sem endereço","MACEIÓ","","Pendente"
"NACIONAL GAS - SAO FRANCISCO DO CONDE/BA","43900-000","Sem endereço","SÃO FRANCISCO DO CONDE","","Pendente"
"NACIONAL GAS - SAO LUIS/MA","65085-582","Sem endereço","SÃO LUÍS","","Pendente"
"NACIONAL GAS - SENADOR CANEDO/GO","75250-005","Sem endereço","SENADOR CANEDO","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","83707-741","Sem endereço","ARAUCÁRIA","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","60135-690","Sem endereço","FORTALEZA","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","12226-551","Sem endereço","SÃO JOSÉ DOS CAMPOS","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","32689-898","Sem endereço","BETIM","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","29168-074","Sem endereço","SERRA","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","17039-770","Sem endereço","BAURU","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","09380-440","Sem endereço","MAUÁ","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA","27977-500","Sem endereço","MACAÉ","","Pendente"
"NACIONAL GAS BUTANO DISTRIBUIDORA LTDA - BETIM/MG","32684-394","Sem endereço","BETIM","","Pendente"
"NACIONAL GAS CRATO","63133-100","Sem endereço","CRATO","","Pendente"
"NACIONAL GAS MA","65909-170","Sem endereço","IMPERATRIZ","","Pendente"
"NAMBI","65066-190","Sem endereço","SÃO LUÍS","","Pendente"
"NAPRATEC ENGENHARIA E ENERGIA","60175-705","Sem endereço","FORTALEZA","","Pendente"
"NATANAEL FERREIRA DE OLIVEIRA","61901-060","Sem endereço","MARACANAÚ","","Pendente"
"NATUCOCO","61761-710","Sem endereço","EUSÉBIO","","Pendente"
"NATURAGUA AGUAS MINERAIS INDUSTRIA E COMERCIO S.A","60831-370","Sem endereço","FORTALEZA","","Pendente"
"NATURAGUA AGUAS MINERAIS INDUSTRIA E COMERCIO S.A","62898-000","Sem endereço","HORIZONTE","","Pendente"
"NATURALLE ICE","60332-690","Sem endereço","FORTALEZA","","Pendente"
"NATUSE LAVANDERIA INDUSTRIAL","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"NATVITA","62910-000","Sem endereço","PALHANO","","Pendente"
"NAVEGANTES LOGISTICA PORTUARIA","58100-405","Sem endereço","CABEDELO","","Pendente"
"NB INDUSTRIA DE AGUAS LTDA","60330-290","Sem endereço","FORTALEZA","","Pendente"
"NB PROFESSIONAL","61763-820","Sem endereço","EUSÉBIO","","Pendente"
"NECHAR","55590-000","Sem endereço","IPOJUCA","","Pendente"
"NECI ALIMENTOS","59600-195","Sem endereço","MOSSORÓ","","Pendente"
"NEORUBBER INDUSTRIA DE SANDALIAS LTDA","63620-000","Sem endereço","SOLONÓPOLE","","Pendente"
"NEORUBBER INDUSTRIA DE SANDALIAS LTDA","63620-000","Sem endereço","SOLONÓPOLE","","Pendente"
"NEPASS","20771-310","Sem endereço","RIO DE JANEIRO","","Pendente"
"NEUTAC SOLUCOES INDUSTRIAIS","60823-100","Sem endereço","FORTALEZA","","Pendente"
"NEW CLEAN","61768-840","Sem endereço","EUSÉBIO","","Pendente"
"NEW HARLEY - DAVIDSON FORTALEZA","60181-175","Sem endereço","FORTALEZA","","Pendente"
"NEW JAPAN ETIQUETAS","61906-010","Sem endereço","MARACANAÚ","","Pendente"
"NEW LAV LAVANDERIA INDUSTRIAL LTDA","60762-120","Sem endereço","FORTALEZA","","Pendente"
"NEW LOOK CAR","60170-251","Sem endereço","FORTALEZA","","Pendente"
"NEW TECH BLINDAGENS","60180-410","Sem endereço","FORTALEZA","","Pendente"
"NEW WAY INDUSTRIA E COMERCIO DE CALCADOS LTDA","63010-970","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"NEWELL BRANDS BRASIL LTDA","45658-468","Sem endereço","ILHÉUS","","Pendente"
"NEWGRAF","60861-710","Sem endereço","FORTALEZA","","Pendente"
"NEWLAND - Kennedy","60355-632","Sem endereço","FORTALEZA","","Pendente"
"NEWLAND - MUCURIPE","60180-410","Sem endereço","FORTALEZA","","Pendente"
"NEWLAND VEICULOS LTDA","60810-145","Sem endereço","FORTALEZA","","Pendente"
"NEWLAND VEICULOS LTDA","62051-225","Sem endereço","SOBRAL","","Pendente"
"NEWLAND VEICULOS LTDA","60811-000","Sem endereço","FORTALEZA","","Pendente"
"NEWLAND VEÍCULOS LTDA - CABEDELO/PB","58102-660","Sem endereço","CABEDELO","","Pendente"
"NEWPALLET","61880-000","Sem endereço","ITAITINGA","","Pendente"
"NEWSEDAN JEEP","60810-001","Sem endereço","FORTALEZA","","Pendente"
"NEWTRACK ACESSORIOS","61642-000","Sem endereço","CAUCAIA","","Pendente"
"NEXWAY COMERCIO E PRESTACAO DE SERVICOS EM ENERGIA S.A.","04544-150","Sem endereço","SÃO PAULO","","Pendente"
"NGC DISTRIBUIDORA DE GAS LTDA","27977-500","Sem endereço","MACAÉ","","Pendente"
"NGC DISTRIBUIDORA DE GAS LTDA","32684-394","Sem endereço","BETIM","","Pendente"
"NILTON EUCLIDES LESPINASSE","14403-200","Sem endereço","FRANCA","","Pendente"
"NJF KICALDO","61921-520","Sem endereço","MARACANAÚ","","Pendente"
"NM AUTOMACAO PNEUMATICA","06708-415","Sem endereço","COTIA","","Pendente"
"NO PARE DO BRASIL","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"NORCOR","63010-970","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"NORDBRITA","61900-970","Sem endereço","MARACANAÚ","","Pendente"
"NORDESTE PARTICIPACOES","60110-140","Sem endereço","FORTALEZA","","Pendente"
"NORDESTE PRE FABRICADO LTDA","62620-000","Sem endereço","IRAUÇUBA","","Pendente"
"NORDPLAST","62785-000","Sem endereço","ACARAPE","","Pendente"
"NORMA PROCOPIO MACIEL 32340559391","52061-055","Sem endereço","RECIFE","","Pendente"
"NORMANDO PNEUS","59613-690","Sem endereço","MOSSORÓ","","Pendente"
"NORMATEL ENGENHARIA LTDA","86015-010","Sem endereço","LONDRINA","","Pendente"
"NORSA","64007-592","Sem endereço","TERESINA","","Pendente"
"NORSA","61939-100","Sem endereço","MARACANAÚ","","Pendente"
"NORSA","43700-000","Sem endereço","SIMÕES FILHO","","Pendente"
"NORTE GERADORES IMP EXP E LOCACAO DE MAQUINAS LTDA","61602-810","Sem endereço","CAUCAIA","","Pendente"
"NORVIDRO","54360-040","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"NOSSA GOMA","62880-255","Sem endereço","HORIZONTE","","Pendente"
"NOSSATINTA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"NOSSO GRAO","59613-670","Sem endereço","MOSSORÓ","","Pendente"
"NOSSO POSTO VARJOSTA COMERCIO DE PETROLEO LTDA","62265-000","Sem endereço","VARJOTA","","Pendente"
"NOTARO ALIMENTOS LTDA","55295-335","Sem endereço","GARANHUNS","","Pendente"
"NOTARO ALIMENTOS LTDA (ITAPISSUMA - PE)","53700-000","Sem endereço","ITAPISSUMA","","Pendente"
"NOVA AGRO AGROPECUARIA LTDA","62960-000","Sem endereço","TABULEIRO DO NORTE","","Pendente"
"NOVA BASTOS JUNTAS FILIAL CAUCAIA","61648-290","Sem endereço","CAUCAIA","","Pendente"
"NOVA FASE","61939-130","Sem endereço","MARACANAÚ","","Pendente"
"NOVA FIACAO","62823-000","Sem endereço","JAGUARUANA","","Pendente"
"NOVA TECELAGEM DO AGRESTE S/A","55660-000","Sem endereço","BEZERROS","","Pendente"
"NR CONSTRUCOES","63870-000","Sem endereço","BOA VIAGEM","","Pendente"
"NUCLEO DE TRATAMENTO E ESTIMULACAO PRECOCE - NUTEP","60430-270","Sem endereço","FORTALEZA","","Pendente"
"NUTERAL INDUSTRIA DE FORMULACOES NUTRICIONAIS LTDA","60862-810","Sem endereço","FORTALEZA","","Pendente"
"NUTRANE","64038-100","Sem endereço","TERESINA","","Pendente"
"NUTRANE NUTRICAO ANIMAL LTDA","64038-070","Sem endereço","TERESINA","","Pendente"
"NUTRANE NUTRICAO ANIMAL LTDA","55200-000","Sem endereço","PESQUEIRA","","Pendente"
"NUTRIBOTANICA","62350-000","Sem endereço","UBAJARA","","Pendente"
"NUTRICOCO","62810-000","Sem endereço","ICAPUÍ","","Pendente"
"NUTRILAR","65760-000","Sem endereço","PRESIDENTE DUTRA","","Pendente"
"NUTRIMED INDUSTRIAL LTDA","01310-300","Sem endereço","SÃO PAULO","","Pendente"
"NUTRIMENTOS BRASIL COMERCIO E SERVICOS LTDA","60060-190","Sem endereço","FORTALEZA","","Pendente"
"NUTRIVIL NUTRICAO ANIMAL","61935-094","Sem endereço","MARACANAÚ","","Pendente"
"New plastic","61906-060","Sem endereço","MARACANAÚ","","Pendente"
"OBERON","12040-821","Sem endereço","TAUBATÉ","","Pendente"
"OCEANICA DISTRIBUIDORA","60864-260","Sem endereço","FORTALEZA","","Pendente"
"OCS MINERACAO","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"OCTO BRASIL","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"ODIR MACIEL","","Sem endereço","FORTALEZA","","Pendente"
"OFICINA SAO CAETANO","60743-770","Sem endereço","FORTALEZA","","Pendente"
"OFICINA SAO CAETANO LTDA","60130-460","Sem endereço","FORTALEZA","","Pendente"
"OFICINA SAO SEBASTIAO","60871-684","Sem endereço","FORTALEZA","","Pendente"
"OLIVEIRA O REI DAS PNEUMATICAS","60864-311","Sem endereço","FORTALEZA","","Pendente"
"OLYMPIA","62770-000","Sem endereço","PACOTI","","Pendente"
"OMNIMAGEM","60015-000","Sem endereço","FORTALEZA","","Pendente"
"ONIX S/A INDUSTRIA DE COLCHOES E ESPUMA","64019-738","Sem endereço","TERESINA","","Pendente"
"ONVIT","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"OPHBRAS COMPANHIA BRASILEIRA DE PRODUTOS OFTALMICOS","58082-040","Sem endereço","JOÃO PESSOA","","Pendente"
"ORAL MEDC","61901-082","Sem endereço","MARACANAÚ","","Pendente"
"ORTOBOM CE","61939-130","Sem endereço","MARACANAÚ","","Pendente"
"ORTOLAR","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"ORVALHO DA SERRA","62380-000","Sem endereço","GUARACIABA DO NORTE","","Pendente"
"OSASUNA","61939-170","Sem endereço","MARACANAÚ","","Pendente"
"OUROFERTIL NORDESTE","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"OXINE","51170-590","Sem endereço","RECIFE","","Pendente"
"Oneflex - Industria De Plasticos Ltda","64027-464","Sem endereço","TERESINA","","Pendente"
"P H D","60336-350","Sem endereço","FORTALEZA","","Pendente"
"P S A IND. ( GOGH JEANS )","61905-630","Sem endereço","MARACANAÚ","","Pendente"
"PACATUBA HORTIGRANGEIRA SA","61805-890","Sem endereço","PACATUBA","","Pendente"
"PACEL PAPEL CARTAO E EMBALAGENS LTDA","61939-140","Sem endereço","MARACANAÚ","","Pendente"
"PADARIA ROMANA INDUSTRIA E COMERCIO DE PANIFICACAO E CONFEITARIA LTDA","60040-530","Sem endereço","FORTALEZA","","Pendente"
"PALMA PARAFUSOS","50010-460","Sem endereço","RECIFE","","Pendente"
"PALMIFLEX COMPONENTES PARA CALCADOS LTDA","60330-150","Sem endereço","FORTALEZA","","Pendente"
"PANCRISTAL LTDA","55750-000","Sem endereço","SURUBIM","","Pendente"
"PANIFICADORA CLARAPAN","60763-665","Sem endereço","FORTALEZA","","Pendente"
"PANIFICADORA RAINHA","64076-410","Sem endereço","TERESINA","","Pendente"
"PANIFICIO AGUANAMBI SA","61939-130","Sem endereço","MARACANAÚ","","Pendente"
"PANTEX","60541-495","Sem endereço","FORTALEZA","","Pendente"
"PAQUETA","62620-000","Sem endereço","IRAUÇUBA","","Pendente"
"PAQUETA CALCADOS LTDA - EM RECUPERACAO JUDICIAL","62600-000","Sem endereço","ITAPAJÉ","","Pendente"
"PAQUETA CALCADOS LTDA - EM RECUPERACAO JUDICIAL","62640-000","Sem endereço","PENTECOSTE","","Pendente"
"PARAIPABA AGROINDUSTRIAL LTDA","62685-000","Sem endereço","PARAIPABA","","Pendente"
"PARDAL SORVETES","61768-830","Sem endereço","EUSÉBIO","","Pendente"
"PARNAIBA GERACAO E COMERCIALIZACAO DE ENERGIA S.A","65730-000","Sem endereço","SANTO ANTÔNIO DOS LOPES","","Pendente"
"PARNAIBA II GERACAO DE ENERGIA S.A","65730-000","Sem endereço","SANTO ANTÔNIO DOS LOPES","","Pendente"
"PARQUE DE DIVERSES ESTRELA","63800-000","Sem endereço","QUIXERAMOBIM","","Pendente"
"PARQUE REGIONAL DE MANUTENCAO/10","60415-540","Sem endereço","FORTALEZA","","Pendente"
"PARTILHA EQUIPAMENTOS DE OLEO E GAS E INDUSTRIAIS LTDA","22790-704","Sem endereço","RIO DE JANEIRO","","Pendente"
"PASSAMANARIA","60526-450","Sem endereço","FORTALEZA","","Pendente"
"PASSAMANARIA DO NORDESTE SA","60351-690","Sem endereço","FORTALEZA","","Pendente"
"PAX EMBALAGENS PLASTICAS LTDA","59623-300","Sem endereço","MOSSORÓ","","Pendente"
"PECEM II GERACAO DE ENERGIA S/A - ENEVA","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"PEDRAMAR TRANSPORTE","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PEDREIRA ITATIBA","61600-004","Sem endereço","CAUCAIA","","Pendente"
"PEMALEX INDUSTRIA E COMERCIO","61939-210","Sem endereço","MARACANAÚ","","Pendente"
"PERFIL CADERNOS","61763-820","Sem endereço","EUSÉBIO","","Pendente"
"PERFIL INDUSTRIA E COMERCIO DE PAPEIS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PERFILPLAST","54325-550","Sem endereço","JABOATÃO DOS GUARARAPES","","Pendente"
"PERFISUL INDUSTRIA E COMERCIO LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PERNAMBUCO MANGUEIRAS E CONEXOES LTDA","55010-590","Sem endereço","CARUARU","","Pendente"
"PERSEU PVC INDUSTRIA LTDA","61900-000","Sem endereço","MARACANAÚ","","Pendente"
"PETER CHEMICAL INDUSTRIAL E COMERCIAL LTDA","62884-805","Sem endereço","HORIZONTE","","Pendente"
"PETER CHEMICAL INDUSTRIAL E COMERCIAL LTDA","62884-805","Sem endereço","HORIZONTE","","Pendente"
"PETPLAST","61800-100","Sem endereço","PACATUBA","","Pendente"
"PETROBRAS","62680-000","Sem endereço","PARACURU","","Pendente"
"PETROBRAS","69460-000","Sem endereço","COARI","","Pendente"
"PETROBRAS","49080-010","Sem endereço","ARACAJU","","Pendente"
"PETROBRAS BIOCOMBUTIVEL","63900-002","Sem endereço","QUIXADÁ","","Pendente"
"PETROBRAS RECAP","09380-904","Sem endereço","MAUÁ","","Pendente"
"PETROBRAS RIO DE JANEIRO/RJ","21010-900","Sem endereço","RIO DE JANEIRO","","Pendente"
"PETROLEO BRASILEIRO S.A. - PETROBRAS","61605-600","Sem endereço","CAUCAIA","","Pendente"
"PETRONECT","20021-290","Sem endereço","RIO DE JANEIRO","","Pendente"
"PETROVIA","55598-118","Sem endereço","IPOJUCA","","Pendente"
"PETROWAN","61760-990","Sem endereço","EUSÉBIO","","Pendente"
"PH HIDROPNEUMATICA","60521-085","Sem endereço","FORTALEZA","","Pendente"
"PHOENIX DO PECEM INDUSTRIA E SERVICOS SIDERURGICOS","62674-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"PHOENIX EMBALAGENS PET","61766-660","Sem endereço","EUSÉBIO","","Pendente"
"PHOENIX REPRESENTACAO COMERCIO E SERVICOS LTDA","60011-173","Sem endereço","FORTALEZA","","Pendente"
"PHYTOBIOS NORDESTE","64200-970","Sem endereço","PARNAÍBA","","Pendente"
"PIAUI MILHOS","65638-800","Sem endereço","TIMON","","Pendente"
"PIFFY LINGERIE","60711-055","Sem endereço","FORTALEZA","","Pendente"
"PILILAV - ANTIGA Lavanderia Washmachine","61922-165","Sem endereço","MARACANAÚ","","Pendente"
"PINHEIRO SUPERMERCADO","60762-120","Sem endereço","FORTALEZA","","Pendente"
"PIZZAR","63050-410","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"PLAC PLAC","62030-650","Sem endereço","SOBRAL","","Pendente"
"PLACNORD","60410-305","Sem endereço","FORTALEZA","","Pendente"
"PLANE INDUSTRIA TEXTIL LTDA","62970-000","Sem endereço","ALTO SANTO","","Pendente"
"PLANNER CONFECCOES LTDA","03012-040","Sem endereço","SÃO PAULO","","Pendente"
"PLASTEC","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"PLASTIC","61917-310","Sem endereço","MARACANAÚ","","Pendente"
"PLASTIC","63475-000","Sem endereço","JAGUARIBE","","Pendente"
"PLASTICO CEARENSE EIRELI - EPP","61939-190","Sem endereço","MARACANAÚ","","Pendente"
"PLASTICOS GRESS","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PLASTICOS LUMAR","61906-055","Sem endereço","MARACANAÚ","","Pendente"
"PLASTIX EMBALAGENS PLASTICAS","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PLASTSAN","61605-600","Sem endereço","CAUCAIA","","Pendente"
"PLASTSAN EMBALAGENS","61890-000","Sem endereço","GUAIUBA","","Pendente"
"PLCOM","09310-720","Sem endereço","MAUÁ","","Pendente"
"PNEUMATEX","55034-325","Sem endereço","CARUARU","","Pendente"
"PNEUS CANTEIROS LTDA","63050-420","Sem endereço","JUAZEIRO DO NORTE","","Pendente"
"PNX","93336-001","Sem endereço","NOVO HAMBURGO","","Pendente"
"PODIUM INDUSTRIA DE EQUIPAMENTOS E IMPLEMENTOS RODOVIARIOS LTDA","61700-000","Sem endereço","AQUIRAZ","","Pendente"
"POINT SUTURE DO BRASIL","60332-650","Sem endereço","FORTALEZA","","Pendente"
"POLE ALIMENTOS LTDA","61939-000","Sem endereço","MARACANAÚ","","Pendente"
"POLI-NUTRI ALIMENTOS S.A.","06696-110","Sem endereço","ITAPEVI","","Pendente"
"POLI-NUTRI ALIMENTOS S.A.","61772-060","Sem endereço","EUSÉBIO","","Pendente"
"POLICLASS","61600-000","Sem endereço","CAUCAIA","","Pendente"
"POLICLINICA PECEM LTDA","62674-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"POLIFERRO INDUSTRIAL LTDA -EPP","64212-318","Sem endereço","PARNAÍBA","","Pendente"
"POLIINOVA","54737-200","Sem endereço","SÃO LOURENÇO DA MATA","","Pendente"
"POLIMATEC","61915-230","Sem endereço","MARACANAÚ","","Pendente"
"POLIMIX","61690-975","Sem endereço","CAUCAIA","","Pendente"
"POLIMIX CONCRETO LTDA (MIZU)","59695-000","Sem endereço","BARAÚNA","","Pendente"
"POLINOX","59149-090","Sem endereço","PARNAMIRIM","","Pendente"
"POLITECNICA COMERCIO E SERVICOS DE MANUTENCAO INDU","60874-230","Sem endereço","FORTALEZA","","Pendente"
"POLO MOVEIS","60510-290","Sem endereço","FORTALEZA","","Pendente"
"POLPAS E SUCOS FRUTE","61637-015","Sem endereço","CAUCAIA","","Pendente"
"POLPAS FAZENDA MAISA","59600-970","Sem endereço","MOSSORÓ","","Pendente"
"POMAR DA POLPA","60526-400","Sem endereço","FORTALEZA","","Pendente"
"PONTES &amp; LANDIM","61600-004","Sem endereço","CAUCAIA","","Pendente"
"PONTES INDUSTRIA DE CERA LTDA","60337-180","Sem endereço","FORTALEZA","","Pendente"
"PONTO DO FEIJAO","60440-775","Sem endereço","FORTALEZA","","Pendente"
"PONTUAL","65053-500","Sem endereço","SÃO LUÍS","","Pendente"
"PONTUAL MONTAGENS E LOCACOES EIRELI","53110-000","Sem endereço","OLINDA","","Pendente"
"PONTUAL SERVICOS","60055-340","Sem endereço","FORTALEZA","","Pendente"
"POP ALIMENTOS","60865-400","Sem endereço","FORTALEZA","","Pendente"
"PORTO DO PECEM GERACAO DE ENERGIA S/A","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"POSTO AGUIA","60541-420","Sem endereço","FORTALEZA","","Pendente"
"POSTO CARIOCA","60730-230","Sem endereço","FORTALEZA","","Pendente"
"POSTO LUA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"POSTO NOSSA SENHORA DA PENHA","60720-001","Sem endereço","FORTALEZA","","Pendente"
"POSTO ROMA TRUCK CENTER LTDA - SAO LUIS - MA","65095-530","Sem endereço","SÃO LUÍS","","Pendente"
"POSTO SANTA INES","61901-410","Sem endereço","MARACANAÚ","","Pendente"
"POTIGUAR E&P S.A.","59612-120","Sem endereço","MOSSORÓ","","Pendente"
"POTIPORA ALIMENTOS LTDA","59504-000","Sem endereço","PENDÊNCIAS","","Pendente"
"POTY SAL - COMERCIO ATACADISTA DE SAL","59609-508","Sem endereço","MOSSORÓ","","Pendente"
"POYRY TECNOLOGIA LTDA.","04726-908","Sem endereço","SÃO PAULO","","Pendente"
"PPR.COM FIBRAS COMERCIO E DISTRIBUICAO LTDA","53610-000","Sem endereço","IGARASSU","","Pendente"
"PQVIRK INDUSTRIA","61939-150","Sem endereço","MARACANAÚ","","Pendente"
"PQVIRK INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA","61800-800","Sem endereço","PACATUBA","","Pendente"
"PREFEITURA MUNICIPAL DE SAO GONCALO DO AMARANTE","62670-000","Sem endereço","SÃO GONÇALO DO AMARANTE","","Pendente"
"PREMAX PREMOLDADOS LTDA","62595-000","Sem endereço","CRUZ","","Pendente"
"PREMOLDADOS ARTEC LTDA","61605-600","Sem endereço","CAUCAIA","","Pendente"
"PRESTIGE BLINDAGENS","60140-060","Sem endereço","FORTALEZA","","Pendente"
"PREVEN MEDICINA DO TRABALHO","65070-060","Sem endereço","SÃO LUÍS","","Pendente"
"PRIMARE ENGENHARIA LTDA","60020-290","Sem endereço","FORTALEZA","","Pendente"
"PRIME DAFONTE","60730-125","Sem endereço","FORTALEZA","","Pendente"
"PRIME FLEXO","60741-200","Sem endereço","FORTALEZA","","Pendente"
"PRIMICIAS DO BRASIL INDUSTRIA DE ALIMENTOS LTDA","59280-000","Sem endereço","MACAÍBA","","Pendente"
"PRINT GRAFICA","60110-140","Sem endereço","FORTALEZA","","Pendente"
"PRINTCOLOR","60420-000","Sem endereço","FORTALEZA","","Pendente"
"PRLV INDUSTRIA DE SUPLEMENTOS ALIMENTARES LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PRODUTO LORD","60767-413","Sem endereço","FORTALEZA","","Pendente"
"PRODUTOS DONA INES","60352-150","Sem endereço","FORTALEZA","","Pendente"
"PRODUTOS VIGNOLI","60175-214","Sem endereço","FORTALEZA","","Pendente"
"PROGRESSO AGROINDUSTRIAL","64873-000","Sem endereço","SEBASTIÃO LEAL","","Pendente"
"PROINOX COZINHAS PROFISSIONAIS","60511-013","Sem endereço","FORTALEZA","","Pendente"
"PROJEACO","61921-325","Sem endereço","MARACANAÚ","","Pendente"
"PROJEART INDUSTRIA DE ESTRUTURAS METALICAS LTDA","61760-000","Sem endereço","EUSÉBIO","","Pendente"
"PROLAV LAVANDERIA","60521-055","Sem endereço","FORTALEZA","","Pendente"
"PROLUB COMERCIO E REPRESENTACOES LTDA","60864-520","Sem endereço","FORTALEZA","","Pendente"
